short_name;value_eur;wage_eur;player_positions;club;id
A. Kofler;   400000;  3000;GK;Wolfsberger AC; 9805
J. Tanaka;   575000;  3000;LM, ST, LW;Vissel Kobe; 9806
S. Zwierschitz;   550000;  5000;RB, CB;FK Austria Wien; 9807
Kim Min Woo;   625000;  2000;LM, CM, LB;Sangju Sangmu FC; 9808
A. Vuletich;   675000;  2000;ST;US Salernitana 1919; 9809
A. Eriksson;   550000;  1000;LB;Helsingborgs IF; 9810
C. Espinosa;   220000;  1000;CAM, CM;Curicó Unido; 9811
N. Nyauza;   525000;  1000;RB, CB, CDM;Orlando Pirates; 9812
H. Hechalar;   600000;  1000;LM, RM, CAM;Atlético Huila; 9813
K. Opseth;   650000;  2000;ST;Adelaide United; 9814
Ji Xiang;   525000;  6000;RB;Jiangsu Suning FC; 9815
Jeong Woo Jae;   675000;  2000;LM, RM;Jeju United FC; 9816
G. Alsan;   625000;  5000;CM, CDM;Gazişehir Gaziantep F.K.; 9817
M. Akbaş;   550000;  4000;CB, LB;Yeni Malatyaspor; 9818
F. Ciampichetti;   575000;  4000;ST;KAS Eupen; 9819
M. Bilate;   675000;  3000;ST;RKC Waalwijk; 9820
R. Crivello;   575000;  1000;LB, LM;Spezia; 9821
Li Lei;   575000;  5000;LB, LM;Beijing Sinobo Guoan FC; 9822
M. Čovilo;   325000;  3000;CDM, CB;FC Lugano; 9823
S. Mpontshane;   350000;  1000;GK;Orlando Pirates; 9824
I. Santillán;   550000;  3000;LB, LM;Tiburones Rojos de Veracruz; 9825
B. Emir;   475000;  7000;LB;Göztepe SK; 9826
Kim Sung Ju;   650000;  2000;LM, LB, CM;Jeju United FC; 9827
M. Johnson;   650000; 11000;LW, LB;Middlesbrough; 9828
S. Aasmundsen;   625000;  2000;CM, CDM;Mjøndalen IF; 9829
Jano;   425000;  5000;CDM, CM;SV Mattersburg; 9830
N. Hammann;   475000;  1000;CB, LM, LB;FC Carl Zeiss Jena; 9831
Jailson Acuna;   425000;  4000;GK;Avaí FC; 9832
Narcisso Mau;   475000;  4000;LB, RB;Ceará Sporting Club; 9833
Botelhinonsa;   475000;  4000;RB;Atlético Paranaense; 9834
Edenildo Lagoas;   475000;  4000;RB, CB;Ceará Sporting Club; 9835
Dilson Calegari;   280000;  3000;CAM, LM;Goiás; 9836
L. Balanta;   550000;  1000;LB, LM;Deportes Tolima; 9837
Nazario Serpe;   600000;  4000;CDM, CB;Bahia; 9838
Lorenzao Masca;   300000;  7000;ST;Cruzeiro; 9839
Danilo Sacrio;   675000;  5000;ST;Fortaleza; 9840
Emílio Trevões;   575000;  5000;ST, LW;Goiás; 9841
Flávio Triginho;   300000;  5000;ST;Botafogo; 9842
K. Mahlasela;   650000;  1000;CAM, RW, RM;Kaizer Chiefs; 9843
A. Keita;   400000;  2000;GK;Östersunds FK; 9844
K. Ota;   475000;  3000;LB, LWB, CB;Nagoya Grampus; 9845
G. Nepomuceno;   700000;  4000;LM, LB;Oldham Athletic; 9846
H. Watanabe;   475000;  3000;CB;Vissel Kobe; 9847
Y. Komai;   675000;  2000;RM, RWB, CM;Hokkaido Consadole Sapporo; 9848
K. Iwashita;   425000;  2000;CB;Sagan Tosu; 9849
K. Shimizu;   600000;  4000;LM, RB, CB;Sanfrecce Hiroshima; 9850
K. Oi;   200000;  2000;CB;Júbilo Iwata; 9851
Y. Toyoda;   350000;  2000;ST;Sagan Tosu; 9852
Y. Takahashi;   250000;  2000;CDM, CM;Sagan Tosu; 9853
R. Hayasaka;   400000;  2000;RM, ST, RWB;Hokkaido Consadole Sapporo; 9854
Fabio;   525000;  2000;CB;Júbilo Iwata; 9855
T. Wada;   550000;  2000;RB, LB;Yokohama F. Marinos; 9856
H. Ilkura;   350000;  2000;GK;Vissel Kobe; 9857
T. Yonemoto;   650000;  3000;CM, CDM;Nagoya Grampus; 9858
S. Yamamoto;   230000;  3000;LB;Kashima Antlers; 9859
K. Moriya;   525000;  2000;CDM, RM, LM;Júbilo Iwata; 9860
Josimar Feijoo;   600000;  5000;CDM;Chapecoense; 9861
N. Breeveld;   475000;  3000;CM;Politehnica Iaşi; 9862
T. Yalçıner;   425000;  4000;CDM, CM;Alanyaspor; 9863
M. Cano;   350000;  1000;GK;Coquimbo Unido; 9864
I. Torres;        0;     0;LM, LB;Paraguay; 9865
Ever Rodeiro;   280000;  5000;CAM, CM;Botafogo; 9866
Raphael Doninho;   575000;  8000;CAM;Grêmio; 9867
Kauã Reisende;   675000;  4000;CAM, RW;Bahia; 9868
Luis Marleiro;   675000;  5000;ST;CSA - AL; 9869
I. Fülöp;   625000;  4000;CAM;Sepsi OSK; 9870
H. Miyazawa;   525000;  2000;CDM, CB, CM;Hokkaido Consadole Sapporo; 9871
K. Yamamura;   625000;  3000;CAM, CM, LM;Kawasaki Frontale; 9872
Y. Maruhashi;   550000;  3000;LB, LM;Cerezo Osaka; 9873
K. Rodrigues Pires;   650000;  2000;CM;SC Preußen Münster; 9874
N. Granatowski;   650000;  5000;LM, RM;VfL Osnabrück; 9875
M. Bär;   675000;  2000;RW, ST;Eintracht Braunschweig; 9876
D. Frick;   550000;  1000;CDM, CM, CB;FSV Zwickau; 9877
C. Handke;   525000;  1000;CB;FSV Zwickau; 9878
M. Wassey;   550000;  7000;CM, CDM;SC Paderborn 07; 9879
S. Puttkammer;   525000;  1000;CB, CDM;SV Meppen; 9880
G. Freitas;   600000;  1000;CDM;CD Everton de Viña del Mar; 9881
Paris Adot;   525000;  3000;RB, LB, RM;AD Alcorcón; 9882
F. Serrarens;   675000;  2000;ST;Arka Gdynia; 9883
R. Idda;   525000;  1000;CB;Cosenza; 9884
A. Ndengane;   425000;  1000;CB, CDM, RB;Orlando Pirates; 9885
N. Vélez;   675000;  3000;ST;Os Belenenses; 9886
J. Maroof;   675000;  1000;RM, ST;Al Ain FC; 9887
S. Srnić;   675000;  4000;RM, LM;UD Las Palmas; 9888
Y. Machida;   625000;  2000;RM, CAM, RW;Matsumoto Yamaga; 9889
N. Bilbija;   675000;  2000;ST;Gangwon FC; 9890
V. Crețu;   500000;  4000;RB;FCSB (Steaua); 9891
M. Briceag;   575000;  3000;LB;Universitatea Craiova; 9892
Zé Uilton;   700000;  4000;RW, LW;FC Paços de Ferreira; 9893
M. Martac;   575000;  2000;RB;Chindia Târgovişte; 9894
L. Requena;   425000;  3000;GK;Central Córdoba; 9895
M. Aničić;   550000;  5000;CB;Atiker Konyaspor; 9896
B. Saka;  1200000;  2000;LM, RM;Arsenal; 9897
Mollejo;  1100000;  5000;RW;Atlético Madrid; 9898
Marcos Antonio;  1100000;  1000;CM;Shakhtar Donetsk; 9899
J. Vagnoman;  1000000;  1000;LB, LM, RB;Hamburger SV; 9900
J. Panzo;  1000000;  2000;CB;AS Monaco; 9901
T. Chong;  1200000; 14000;RW, LW, RM;Manchester United; 9902
E. Smith Rowe;  1100000;  7000;LW, RW, CAM;Arsenal; 9903
L. Foster;  1100000;  4000;ST;AS Monaco; 9904
J. Carbonero;  1200000;  1000;LM, RM;Once Caldas; 9905
Marquinhos Cipriano;  1200000;  1000;RM;Shakhtar Donetsk; 9906
Sergio Camello;  1100000;  5000;ST;Atlético Madrid; 9907
C. Früchtl;   975000;  1000;GK;Bayern München II; 9908
Chumi;  1100000; 18000;CB;FC Barcelona; 9909
Borja Garcés;  1200000;  7000;ST;Atlético Madrid; 9910
P. Mićin;  1200000;  4000;RW, ST, LW;Udinese; 9911
D. Popov;  1100000;  1000;CB;Dynamo Kyiv; 9912
A. Dozzell;  1200000;  3000;CM, CAM;Ipswich Town; 9913
D. Sterling;  1100000;  2000;RB;Wigan Athletic; 9914
M. Antonucci;  1200000;  8000;LW, RW;Roma; 9915
F. Downes;  1200000;  3000;CM;Ipswich Town; 9916
Z. Celar;  1200000;  1000;ST;Cittadella; 9917
E. Vignato;  1100000;  1000;CAM;Chievo Verona; 9918
N. Thaller;  1100000;  3000;CB;Club Atlético Lanús; 9919
C. Cásseres Jr;  1100000;  1000;CM, CDM, CAM;New York Red Bulls; 9920
L. Mai;  1100000;  1000;CB;Bayern München II; 9921
Gabriel Brazão;   925000;  1000;GK;Albacete BP; 9922
De la Fuente;  1100000; 18000;CB;Real Madrid; 9923
Bryan Gil;  1100000;  2000;LW, LM;Sevilla FC; 9924
M. Güçlü;  1200000; 13000;ST, RW;Paris Saint-Germain; 9925
Eduardo Quaresma;  1000000;  1000;CB;Sporting CP; 9926
M. Carnesecchi;   975000;  1000;GK;Trapani; 9927
N. Delgadillo;  1200000;  3000;LM;Patronato; 9928
F. Lobos;  1200000;  1000;LM, ST;Unión La Calera; 9929
V. Thill;  1200000;  1000;CAM, RW;US Orléans Loiret Football; 9930
T. Alarcón;  1100000;  1000;CDM, CB;CD O'Higgins; 9931
J. Tanganga;  1100000; 12000;CB;Tottenham Hotspur; 9932
Álex Martín;  1100000;  5000;CB;CD Leganés; 9933
T. Basila;  1100000;  4000;CB;FC Nantes; 9934
I. Faraj;  1200000;  2000;RW, LW;Os Belenenses; 9935
T. Campbell;  1200000;  6000;ST;Stoke City; 9936
E. Pereyra;  1100000;  3000;LB, LWB;San Lorenzo de Almagro; 9937
I. Louza;  1200000;  5000;CM;FC Nantes; 9938
Álex Collado;  1200000; 20000;CM, LW;FC Barcelona; 9939
J. Schendelaar;   925000;  1000;GK;AZ Alkmaar; 9940
Jordi Escobar;  1100000;  2000;ST;Valencia CF; 9941
W. Pérez;  1200000;  3000;LM, LB;Club Atlético Huracán; 9942
J. Shackleton;  1100000;  8000;CM, RB;Leeds United; 9943
B. Castrillon;  1200000;  1000;RM, LM;Independiente Medellín; 9944
Y. Delfi;  1100000;  2000;RW, LW, ST;Sporting de Charleroi; 9945
J. Piroe;  1200000;  3000;ST;PSV; 9946
E. Cömert;  1100000;  4000;CB;FC Basel 1893; 9947
M. Chouiar;  1200000;  2000;LM, RM;Racing Club de Lens; 9948
R. Marchizza;  1100000;  1000;CB, LB;Spezia; 9949
N. Schiappacasse;  1200000;  2000;LM, ST;Famalicão; 9950
R. Hack;  1200000;  3000;LW, ST;1. FC Nürnberg; 9951
R. Schmid;  1200000;  2000;CAM, CM, ST;Wolfsberger AC; 9952
Javi Alonso;  1200000;  2000;CM, CDM;CD Tenerife; 9953
D. Yearwood;  1100000;  6000;CM;Brentford; 9954
Berrocal;  1100000;  2000;CB;Sevilla FC; 9955
Moreto Cassamá;  1200000;  5000;CM, CAM;Stade de Reims; 9956
C. Rocchia;  1100000;  5000;LB;Olympique de Marseille; 9957
S. Sosa;  1200000;  2000;LM, LW;AD Alcorcón; 9958
E. Pletinckx;  1000000;  1000;CB;SV Zulte-Waregem; 9959
L. Orellano;  1200000;  3000;LW, ST;Vélez Sarsfield; 9960
Hugo Vallejo;  1200000;  2000;RM, ST;Málaga CF; 9961
O. Lebedenko;  1100000;  2000;LB;CD Lugo; 9962
N. Boujellab;  1200000;  5000;CAM, CM;FC Schalke 04; 9963
Tomás Esteves;   975000;  1000;RB;FC Porto; 9964
Y. Tunç;  1100000;  6000;ST;Fenerbahçe SK; 9965
E. Restrepo;   950000;  1000;CB;Unión Magdalena; 9966
W. Ponce;  1100000;  1000;ST;CD Universidad de Concepción; 9967
B. Tabla;  1000000;  2000;LW, RW, LM;Montreal Impact; 9968
J. Chicco;   975000;  3000;CDM, CM;Patronato; 9969
J. Asoro;  1100000;  2000;ST, RM;FC Groningen; 9970
Jorge Cuenca;   950000; 13000;CB;FC Barcelona; 9971
Luis Perea;  1000000;  5000;CM, CDM;CA Osasuna; 9972
H. Wright;  1100000;  2000;ST, RW;VVV-Venlo; 9973
João Queirós;   975000;  2000;CB;Willem II; 9974
Raul Asencio;  1100000;  1000;ST;Pisa; 9975
G. Koyalipou;  1000000;  1000;RM;Chamois Niortais Football Club; 9976
E. Hamilton;  1000000;  2000;CM, CDM;Southend United; 9977
A. Ba;  1000000;  5000;CM, RM, CDM;FC Nantes; 9978
R. Faivre;  1000000;  6000;CM;AS Monaco; 9979
M. Wintzheimer;  1100000;  3000;ST;Hamburger SV; 9980
M. Ruiz;   975000;  1000;CAM, CM;Querétaro; 9981
Iago Oliveira;   950000;  1000;CDM;Portimonense SC; 9982
E. Sylvestre;  1000000;  5000;RW, CM, CAM;OGC Nice; 9983
M. Oktay;  1000000; 10000;CAM, CM;Beşiktaş JK; 9984
L. Laborda;  1000000;  2000;CAM, CM;Arsenal de Sarandí; 9985
J. Markovič;   750000;  1000;GK;SK Slavia Praha; 9986
D. Iversen;   775000;  2000;GK;Rotherham United; 9987
G. Felicioli;   875000;  1000;LB, LM;Venezia FC; 9988
J. Thorniley;   875000;  6000;CB, LB;Sheffield Wednesday; 9989
S. Ingelsson;   950000;  3000;CM, RM;Udinese; 9990
Park Han Bin;   950000;  2000;CM, CDM;Daegu FC; 9991
I. Morales;   950000;  2000;RW, ST;Colo-Colo; 9992
Álvaro;   775000;  1000;GK;SD Huesca; 9993
Kim Jin Ya;   875000;  1000;LB, RB;Incheon United FC; 9994
S. Lo Faso;   975000;  4000;CF, CAM, LW;Lecce; 9995
A. Dreyer;   975000;  8000;RM, ST;Brighton & Hove Albion; 9996
F. Knudsen;   875000;  1000;CB;FK Haugesund; 9997
K. Nwakali;   975000; 12000;CAM, CM;Arsenal; 9998
Pedro Silva;   775000;  1000;GK;CD Tondela; 9999
M. Tramoni;   950000;  1000;LM, CAM;AC Ajaccio;10000
Erick;   975000;  2000;LW, RW;Gil Vicente FC;10001
D. Sorescu;   875000;  2000;RB, RM;Dinamo Bucureşti;10002
I. Gheorghe;   950000;  1000;LM, CAM;FC Voluntari;10003
A. Grandi;   775000;  4000;GK;CD Leganés;10004
G. Thomas;   925000; 14000;CAM, RM;Leicester City;10005
M. Samuelsen;   925000;  1000;RM, LM, CAM;FK Haugesund;10006
M. Coppolaro;   850000;  1000;RB, CB;Virtus Entella;10007
T. Zhamaletdinov;   925000;  3000;ST;Lech Poznań;10008
M. Kristensen;   925000;  4000;RW;Esbjerg fB;10009
J. Rhyner;   850000;  2000;CB;Cádiz CF;10010
E. Bogado;   925000;  3000;RW, LW;Vélez Sarsfield;10011
F. Alastra;   750000;  5000;GK;Parma;10012
R. Macagno;   750000;  3000;GK;Newell's Old Boys;10013
K. Davis;   950000; 11000;ST;Aston Villa;10014
S. Surridge;   950000;  6000;ST;Swansea City;10015
V. Janelt;   925000;  4000;CM, CDM;VfL Bochum 1848;10016
A. Zaccagno;   750000;  6000;GK;Torino;10017
A. Picchi;   925000;  1000;CM;Empoli;10018
Pedro Díaz;   925000;  2000;CAM, CM;Real Sporting de Gijón;10019
P. Sontheimer;   925000;  2000;CM;FC Würzburger Kickers;10020
A. Sabiri;   925000;  8000;LW, CAM;Huddersfield Town;10021
E. Massouema;   900000;  2000;CM, CDM;ESTAC Troyes;10022
A. Medina;   925000;  5000;CM, RM;Deportivo Toluca;10023
D. Oko;   850000;  1000;CB;Zagłębie Lubin;10024
Steven Prieto;   950000;  3000;ST;Real Oviedo;10025
A. Dursun;   850000;  5000;LB;Trabzonspor;10026
C. Giousis;   925000;  1000;CAM, RM;AEK Athens;10027
M. McKenzie;   850000;  2000;CB;Philadelphia Union;10028
J. van der Werff;   850000;  6000;CB;FC Red Bull Salzburg;10029
L. Adžić;   925000;  4000;LM;RSC Anderlecht;10030
F. Chabrolle;   925000;  6000;CAM, RW;Olympique de Marseille;10031
G. Guiffrey;   850000;  3000;CB, LB;Gimnasia y Esgrima La Plata;10032
F. Krüger;   950000;  2000;ST;FC Erzgebirge Aue;10033
X. Emmers;   900000;  2000;CM;Waasland-Beveren;10034
A. Kampetsis;   950000;  1000;ST, CAM;Panathinaikos FC;10035
Iván Martos;   850000;  2000;LB;UD Almería;10036
S. Dewaele;   925000;  4000;CM, CAM, CDM;RSC Anderlecht;10037
A. Vlad;   750000;  2000;GK;FCSB (Steaua);10038
A. Ueda;   950000;  2000;ST;Kashima Antlers;10039
João Ferreira;   775000;  1000;RB;SL Benfica;10040
F. Kent;   800000;  3000;CB;Peterborough United;10041
M. O'Leary;   675000;  2000;GK;Shrewsbury;10042
D. Hyam;   800000;  2000;CB;Coventry City;10043
José Carlos;   800000;  2000;CB, LB;CD Lugo;10044
J. Vickers;   675000;  2000;GK;Lincoln City;10045
A. Gersbach;   775000;  3000;LB;Aarhus GF;10046
C. Trueman;   675000;  2000;GK;Birmingham City;10047
Pastrana;   875000;  2000;LM, RM, CAM;Extremadura UD;10048
I. Azzaoui;   875000;  7000;LM, ST, LW;VfL Wolfsburg;10049
H. Chapman;   875000;  4000;LM;Blackburn Rovers;10050
F. Reese;   875000;  5000;RM, ST;FC Schalke 04;10051
P. Karlsson Lagemyr;   875000;  1000;CAM, LW;IFK Göteborg;10052
R. Nicolaisen;   800000;  5000;CB;FC Midtjylland;10053
Toni Robaina;   875000;  2000;CAM, ST;UD Las Palmas;10054
A. Mumin;   800000;  2000;CB;FC Nordsjælland;10055
Javi Díaz;   675000;  3000;GK;Sevilla FC;10056
C. Operi;   775000;  2000;LB, LWB;La Berrichonne de Châteauroux;10057
G. Gudmundsson;   875000;  2000;LM, RM, ST;FC Groningen;10058
J. Pérez;   875000;  2000;RW;Los Angeles FC;10059
Paik Seung Ho;   850000;  2000;CM, RW, LW;Girona FC;10060
N. Bustos;   875000;  4000;RW, ST;Club Atlético Talleres;10061
M. Sepúlveda;   875000;  2000;CM, CAM;CD O'Higgins;10062
O. Käuper;   850000;  1000;CM, CDM;FC Carl Zeiss Jena;10063
D. Avounou;   875000;  2000;CM, CDM;Stade Malherbe Caen;10064
N. Bakboord;   800000;  2000;RB;Heracles Almelo;10065
S. Hughes;   800000; 13000;CB;Leicester City;10066
F. Beltrán;   875000;  7000;CM;Guadalajara;10067
L. Rajot;   800000;  1000;CDM, CAM;Clermont Foot 63;10068
J. Mejías;   800000;  7000;CB;Atlético Madrid;10069
Fran Manzanara;   800000;  5000;CDM;Levante UD;10070
S. Pinas;   800000;  2000;CB, CM;ADO Den Haag;10071
J. Varela;   800000;  3000;CB;Godoy Cruz;10072
M. Cavalleri;   875000;  1000;RW, RM, ST;Curicó Unido;10073
I. Smith;   800000;  2000;RWB;IFK Norrköping;10074
D. Burgzorg;   875000;  1000;LM;Spezia;10075
L. Meisl;   800000;  3000;CB;SKN St. Pölten;10076
M. Simakan;   775000;  3000;CB;RC Strasbourg Alsace;10077
J. Konings;   875000;  2000;ST, CAM;Heracles Almelo;10078
H. Gong;   875000;  4000;RM;Vitesse;10079
A. Taoui;   775000;  2000;ST, RW, LW;Toulouse Football Club;10080
A. Rizzo;   775000;  1000;LB, LM;Cittadella;10081
P. Bastianello;   700000;  1000;GK;Frosinone;10082
C. Benavídez;   800000;  3000;CDM;Independiente;10083
Samu Pérez;   675000;  3000;GK;Real Valladolid CF;10084
S. Rhein;   800000;  3000;CDM, CM;1. FC Nürnberg;10085
K. Sekgota;   875000;  2000;RW, LW;Vitória de Setúbal;10086
Miguel Tavares;   875000;  2000;LM;CD Aves;10087
Seoane;   850000;  2000;CM;SD Huesca;10088
D. Olaru;   875000;  2000;CAM;Gaz Metan Mediaş;10089
E. Mihaj;   800000;  1000;CB;PAOK;10090
E. Coacci;   875000;  3000;LW, RW;Defensa y Justicia;10091
Manu Fuster;   875000;  2000;CAM;Albacete BP;10092
H. Adelakun;   825000;  9000;RM, LM;Bristol City;10093
B. Cargill;   750000;  2000;CB;Milton Keynes Dons;10094
Óscar Gil;   750000;  2000;CB;Racing Santander;10095
J. Bree;   750000;  3000;RB;Luton Town;10096
L. Reed;   825000;  3000;CM, CDM;Peterborough United;10097
J. Thomasen;   825000;  4000;CM;Odense Boldklub;10098
J. Williams;   750000;  1000;CB, CDM, CM;Rochdale;10099
N. Castrillón;   750000;  1000;RB;Deportes Tolima;10100
G. Berthier;   825000;  6000;LM, RM, ST;Stade de Reims;10101
M. Vitale;   825000;  1000;CM;Frosinone;10102
H. Anderson;   825000;  3000;RM;Lincoln City;10103
R. Lauritsen;   750000;  2000;CB;IFK Norrköping;10104
M. Vera;   775000;  2000;CDM;Houston Dynamo;10105
M. Andersen;   775000;  3000;CB;Barnsley;10106
S. Daham;   825000;  2000;CM, CAM, CDM;FC Sochaux-Montbéliard;10107
G. Melkadze;   825000;  1000;LM, CAM;Spartak Moscow;10108
E. Valencia;   825000;  1000;LM, CAM, RM;Cúcuta Deportivo;10109
A. Acosta;   825000;  2000;RM;Puebla FC;10110
A. Piu;   825000;  1000;LW, ST;Empoli;10111
A. Ndom;   775000;  2000;CDM, CM, LM;AJ Auxerre;10112
L. Amos;   825000;  3000;CM, CDM;Queens Park Rangers;10113
Gao Zhunyi;   750000;  5000;CB, RB, LB;Guangzhou Evergrande Taobao FC;10114
Isi Ros;   825000;  3000;LM, ST, RM;AD Alcorcón;10115
M. Leitsch;   775000;  3000;CB, LB;VfL Bochum 1848;10116
K. Pestka;   750000;  1000;LB;Cracovia;10117
M. Munetsi;   750000;  5000;CB, CDM;Stade de Reims;10118
O. Rathbone;   825000;  2000;CM, CAM, CDM;Rochdale;10119
I. Drešević;   750000;  2000;CB;SC Heerenveen;10120
R. González;   825000;  2000;RM, RB;Unión Española;10121
T. Conechny;   850000;  2000;ST, CAM, LM;Portland Timbers;10122
T. De Smet;   750000;  2000;LB, CB, LM;Sint-Truidense VV;10123
J. Pendant;   750000;  2000;LB;FC Sochaux-Montbéliard;10124
S. Demhasaj;   850000;  4000;ST;FC Luzern;10125
N. Manzambi;   850000;  3000;ST;Real Sporting de Gijón;10126
T. Bijleveld;   825000;  2000;CM, CDM;Heracles Almelo;10127
Glauder;   750000;  2000;LB, CB;CF Fuenlabrada;10128
Brian Martín;   850000;  3000;ST, LW;CD Tenerife;10129
J. Serrano;   750000;  3000;LB;KSV Cercle Brugge;10130
J. Tell;   850000;  9000;ST, LM, RM;Stade Rennais FC;10131
T. Knöll;   850000;  3000;ST;1. FC Nürnberg;10132
G. Risso Patrón;   750000;  3000;LB, LM;Atlético Tucumán;10133
M. García;   850000;  1000;ST;Once Caldas;10134
Igor;   775000;  3000;CB, LB;SPAL;10135
S. Odey;   850000;  4000;ST;KRC Genk;10136
M. Ashimeru;   825000;  6000;CM;FC Red Bull Salzburg;10137
J. Sierra;   825000;  3000;CM, CDM;Querétaro;10138
I. Marega;   775000;  1000;CDM, CB;La Berrichonne de Châteauroux;10139
K. Ademi;   850000;  6000;ST;FC Basel 1893;10140
C. Ilić;   825000;  2000;LM, LW, LB;Motherwell;10141
H. Ouro-Sama;   775000;  1000;CB;Os Belenenses;10142
F. Carstens;   775000;  3000;CB, RB;FC St. Pauli;10143
Cristian Rodríguez;   825000;  2000;CM, CAM;Extremadura UD;10144
S. Méndez;   775000;  2000;CDM, CM;Orlando City SC;10145
Avilés;   850000;  5000;RM, LM, CAM;CD Leganés;10146
Moncayola;   850000;  5000;LM, CM;CA Osasuna;10147
F. Ștefan;   825000;  3000;LM, LB;Sepsi OSK;10148
S. Drăghici;   850000;  2000;LW, RW;Gaz Metan Mediaş;10149
D. Garcia;   825000;  4000;CAM, LM;Estudiantes de La Plata;10150
Saúl Crespo;   825000;  2000;CM;SD Ponferradina;10151
I. Ndiaye;   850000;  3000;LM;FC Luzern;10152
L. Maniero;   625000;  1000;GK;Cittadella;10153
J. Hanson;   700000;  2000;RB, CDM;Oxford United;10154
S. Londoño;   625000;  1000;GK;Envigado FC;10155
M. Harness;   800000;  3000;RM, LM;Portsmouth;10156
F. Jagiełło;   800000;  3000;CM, CDM, CAM;Genoa;10157
M. Wdowiak;   800000;  2000;LM;Cracovia;10158
D. Rodríguez;   775000;  4000;CM, CDM, RM;Newell's Old Boys;10159
M. Komenda;   725000;  1000;CB;SV Meppen;10160
S. Kroll;   625000;  1000;GK;SpVgg Unterhaching;10161
N. Laursen;   800000;  2000;RM, ST;FC Emmen;10162
A. Hunter;   800000;  3000;LM, LW;Fleetwood Town;10163
J. Lindsay;   775000;  3000;CM, LM;Rotherham United;10164
E. Caicedo;   725000;  1000;CB;Deportivo Cali;10165
A. Hanche-Olsen;   725000;  1000;CB, LB, RB;Stabæk Fotball;10166
B. Stevenson;   775000;  4000;CM, CDM;Colchester United;10167
S. Aloi;   775000;  1000;CM;Trapani;10168
J. Ward;   800000;  3000;RM, RB, LM;Peterborough United;10169
M. Udol;   700000;  4000;LB;FC Metz;10170
S. Humphrys;   825000;  2000;ST;Southend United;10171
F. Porath;   800000;  4000;LM, RM, CM;Holstein Kiel;10172
M. Millar;   700000;  1000;RB, RWB;Newcastle Jets;10173
L. Vaca;        0;     0;ST, RW;Bolivia;10174
R. Williams;   800000;  4000;LW;Exeter City;10175
J. Dacosta;   700000;  2000;RB, CB, LB;Chamois Niortais Football Club;10176
J. Riley;   700000;  4000;RB, RWB;Bradford City;10177
N. Medvedev;   625000;  1000;GK;Lokomotiv Moscow;10178
G. Fechner;   725000;  1000;CDM, CM;1. FC Kaiserslautern;10179
G. Hein;   800000;  2000;LM, RW, RM;Valenciennes FC;10180
N. Landgraf;   725000;  1000;CB, LWB;Hallescher FC;10181
M. Opondo;   800000;  3000;CM;Odense Boldklub;10182
Álex Craninx;   625000;  1000;GK;Molde FK;10183
J. Bellegarde;   725000;  5000;CDM, CM;RC Strasbourg Alsace;10184
N. Briasco;   800000;  4000;ST, RM;Club Atlético Huracán;10185
L. Bergsma;   725000;  2000;CB;AZ Alkmaar;10186
S. Olsson;   800000;  1000;CM;IF Elfsborg;10187
M. Paes;   625000;  2000;GK;FC Utrecht;10188
Wellington;   625000;  2000;GK;Gil Vicente FC;10189
J. Hayes;   725000;  2000;CDM, CM;FC Dallas;10190
V. Retamal;   725000;  1000;RB;CD Universidad de Concepción;10191
Fabio González;   725000;  2000;CDM, CM;UD Las Palmas;10192
N. Tenaglia;   700000;  3000;RB, CB;Club Atlético Talleres;10193
N. Estévez;   800000;  4000;RM, CM;Estudiantes de La Plata;10194
Hu Jinghang;   800000;  4000;ST;Shanghai SIPG FC;10195
A. Herrera;   700000;  2000;LB, RB;Real Salt Lake;10196
N. Baumann;   625000;  2000;GK;FC Lugano;10197
A. Abeid;   725000;  4000;LB;Levante UD;10198
D. Pereira;   800000;  2000;LM;Atlanta United;10199
B. Diaby;   725000;  3000;CB, RB;Barnsley;10200
S. Svarnas;   725000;  1000;CB;AEK Athens;10201
A. Pieper;   725000;  3000;CB;DSC Arminia Bielefeld;10202
M. Loría;   800000;  2000;RM, LM, CAM;Portland Timbers;10203
Z. Šarlija;   725000;  1000;CB;PFC CSKA Moscow;10204
Vitor Caetano;   625000;  2000;GK;Famalicão;10205
Raphael Aflalo;   625000;  2000;GK;CD Aves;10206
F. Torres;   725000;  4000;CB;Santos Laguna;10207
Riccieli;   725000;  2000;CB;Famalicão;10208
C. Cauz;   700000;  1000;LB, CB;Trapani;10209
J. Willis;   675000;  3000;CB;Sunderland;10210
R. Yalçın;   675000;  3000;CDM, CM, CB;Yeni Malatyaspor;10211
M. Desler;   675000;  1000;RB, RM;FK Haugesund;10212
I. Ssewankambo;   675000;  1000;RB, CM;Östersunds FK;10213
E. Andersson;   750000;  1000;CM, CAM, LM;IK Sirius;10214
Héctor;   775000;  2000;ST;CF Fuenlabrada;10215
C. Elder;   675000;  3000;LB;Hull City;10216
M. Derrien;   675000;  1000;CB, CDM;FC Chambly Oise;10217
G. Rea;   700000;  4000;CDM, CB;Luton Town;10218
B. Purrington;   675000;  4000;LB;Charlton Athletic;10219
M. Pepić;   750000;  2000;CM;FC Hansa Rostock;10220
N. Sonko Sundberg;   675000;  1000;CB;Östersunds FK;10221
Aarón;   575000;  3000;GK;Granada CF;10222
F. Di Mariano;   750000;  1000;LW, CAM, RW;Venezia FC;10223
G. Wüthrich;   675000;  4000;CB;BSC Young Boys;10224
