ls;st;rs;lw;lf;cf;rf;rw;lam;cam;ram;lm;lcm;cm;rcm;rm;lwb;ldm;cdm;rdm;rwb;lb;lcb;cb;rcb;rb;gk
62;62;62;58;60;60;60;58;58;58;58;56;51;51;51;56;41;40;40;40;41;40;39;39;39;40; 0
56;56;56;64;61;61;61;64;63;63;63;63;57;57;57;63;51;46;46;46;51;47;38;38;38;47; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
56;56;56;60;61;61;61;60;64;64;64;59;65;65;65;59;58;62;62;62;58;58;58;58;58;58; 0
51;51;51;47;47;47;47;47;46;46;46;48;49;49;49;48;57;56;56;56;57;59;63;63;63;59; 0
57;57;57;63;61;61;61;63;63;63;63;63;59;59;59;63;54;51;51;51;54;52;46;46;46;52; 0
57;57;57;64;61;61;61;64;61;61;61;62;53;53;53;62;48;42;42;42;48;44;34;34;34;44; 0
57;57;57;60;60;60;60;60;61;61;61;61;62;62;62;61;58;58;58;58;58;56;51;51;51;56; 0
61;61;61;64;63;63;63;64;63;63;63;62;56;56;56;62;47;45;45;45;47;45;41;41;41;45; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
56;56;56;56;56;56;56;56;56;56;56;57;57;57;57;57;63;62;62;62;63;64;63;63;63;64; 0
63;63;63;55;59;59;59;55;57;57;57;54;52;52;52;54;42;44;44;44;42;41;43;43;43;41; 0
51;51;51;59;56;56;56;59;57;57;57;61;57;57;57;61;63;60;60;60;63;62;59;59;59;62; 0
48;48;48;51;50;50;50;51;54;54;54;54;57;57;57;54;59;62;62;62;59;61;63;63;63;61; 0
56;56;56;60;60;60;60;60;62;62;62;62;61;61;61;62;53;53;53;53;53;52;48;48;48;52; 0
49;49;49;49;48;48;48;49;50;50;50;52;54;54;54;52;57;61;61;61;57;57;63;63;63;57; 0
41;41;41;39;40;40;40;39;41;41;41;42;46;46;46;42;54;58;58;58;54;57;63;63;63;57; 0
61;61;61;63;61;61;61;63;60;60;60;63;58;58;58;63;63;60;60;60;63;63;61;61;61;63; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
57;57;57;63;62;62;62;63;64;64;64;64;62;62;62;64;61;60;60;60;61;60;55;55;55;60; 0
55;55;55;59;58;58;58;59;59;59;59;61;59;59;59;61;63;61;61;61;63;63;60;60;60;63; 0
42;42;42;41;41;41;41;41;42;42;42;43;47;47;47;43;54;58;58;58;54;56;62;62;62;56; 0
47;47;47;42;43;43;43;42;43;43;43;45;48;48;48;45;57;59;59;59;57;59;63;63;63;59; 0
52;52;52;54;55;55;55;54;57;57;57;57;61;61;61;57;60;62;62;62;60;60;61;61;61;60; 0
58;58;58;62;62;62;62;62;63;63;63;63;62;62;62;63;60;60;60;60;60;59;56;56;56;59; 0
62;62;62;63;62;62;62;63;61;61;61;62;55;55;55;62;54;48;48;48;54;52;47;47;47;52; 0
46;46;46;43;44;44;44;43;44;44;44;45;47;47;47;45;55;57;57;57;55;56;62;62;62;56; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
44;44;44;44;43;43;43;44;43;43;43;46;48;48;48;46;57;57;57;57;57;59;62;62;62;59; 0
62;62;62;62;61;61;61;62;61;61;61;61;55;55;55;61;45;42;42;42;45;42;36;36;36;42; 0
57;57;57;61;61;61;61;61;63;63;63;60;58;58;58;60;47;46;46;46;47;46;40;40;40;46; 0
54;54;54;58;59;59;59;58;62;62;62;60;62;62;62;60;55;57;57;57;55;54;50;50;50;54; 0
39;39;39;36;37;37;37;36;38;38;38;38;43;43;43;38;51;55;55;55;51;54;63;63;63;54; 0
52;52;52;57;55;55;55;57;56;56;56;59;56;56;56;59;63;60;60;60;63;63;62;62;62;63; 0
63;63;63;63;63;63;63;63;60;60;60;63;54;54;54;63;50;44;44;44;50;48;41;41;41;48; 0
50;50;50;60;57;57;57;60;60;60;60;62;59;59;59;62;63;61;61;61;63;62;60;60;60;62; 0
57;57;57;58;58;58;58;58;59;59;59;59;60;60;60;59;62;63;63;63;62;62;63;63;63;62; 0
46;46;46;42;43;43;43;42;45;45;45;45;50;50;50;45;54;58;58;58;54;57;62;62;62;57; 0
48;48;48;50;48;48;48;50;51;51;51;54;56;56;56;54;61;62;62;62;61;61;62;62;62;61; 0
49;49;49;50;50;50;50;50;52;52;52;53;55;55;55;53;61;62;62;62;61;62;64;64;64;62; 0
56;56;56;59;59;59;59;59;61;61;61;61;62;62;62;61;61;62;62;62;61;61;60;60;60;61; 0
53;53;53;56;55;55;55;56;57;57;57;58;59;59;59;58;62;63;63;63;62;62;62;62;62;62; 0
59;59;59;61;62;62;62;61;63;63;63;61;63;63;63;61;57;59;59;59;57;57;55;55;55;57; 0
57;57;57;61;61;61;61;61;62;62;62;61;60;60;60;61;55;54;54;54;55;53;48;48;48;53; 0
54;54;54;56;56;56;56;56;58;58;58;58;60;60;60;58;60;62;62;62;60;60;62;62;62;60; 0
42;42;42;40;39;39;39;40;39;39;39;42;44;44;44;42;54;56;56;56;54;57;63;63;63;57; 0
63;63;63;64;64;64;64;64;62;62;62;63;55;55;55;63;49;45;45;45;49;47;42;42;42;47; 0
43;43;43;43;42;42;42;43;44;44;44;45;47;47;47;45;55;57;57;57;55;57;62;62;62;57; 0
56;56;56;56;57;57;57;56;58;58;58;58;59;59;59;58;59;62;62;62;59;60;63;63;63;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
58;58;58;62;61;61;61;62;62;62;62;63;60;60;60;63;57;55;55;55;57;55;51;51;51;55; 0
62;62;62;62;62;62;62;62;61;61;61;61;56;56;56;61;51;47;47;47;51;50;44;44;44;50; 0
50;50;50;56;52;52;52;56;53;53;53;58;54;54;54;58;63;58;58;58;63;62;60;60;60;62; 0
63;63;63;57;61;61;61;57;60;60;60;55;54;54;54;55;41;44;44;44;41;39;44;44;44;39; 0
57;57;57;63;61;61;61;63;61;61;61;63;53;53;53;63;51;44;44;44;51;48;39;39;39;48; 0
50;50;50;58;53;53;53;58;55;55;55;61;55;55;55;61;63;57;57;57;63;63;56;56;56;63; 0
63;63;63;58;61;61;61;58;57;57;57;56;50;50;50;56;42;41;41;41;42;41;40;40;40;41; 0
57;57;57;63;61;61;61;63;63;63;63;63;58;58;58;63;50;49;49;49;50;47;41;41;41;47; 0
54;54;54;61;60;60;60;61;63;63;63;61;58;58;58;61;50;48;48;48;50;47;41;41;41;47; 0
63;63;63;60;60;60;60;60;57;57;57;60;51;51;51;60;49;44;44;44;49;48;43;43;43;48; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
54;54;54;57;55;55;55;57;55;55;55;59;55;55;55;59;63;60;60;60;63;63;64;64;64;63; 0
44;44;44;42;42;42;42;42;43;43;43;45;47;47;47;45;54;57;57;57;54;57;62;62;62;57; 0
59;59;59;62;61;61;61;62;62;62;62;62;61;61;61;62;62;61;61;61;62;62;58;58;58;62; 0
63;63;63;59;61;61;61;59;60;60;60;56;52;52;52;56;39;40;40;40;39;38;38;38;38;38; 0
61;61;61;64;62;62;62;64;61;61;61;62;58;58;58;62;62;58;58;58;62;62;58;58;58;62; 0
52;52;52;52;53;53;53;52;54;54;54;54;58;58;58;54;60;63;63;63;60;61;64;64;64;61; 0
60;60;60;62;62;62;62;62;62;62;62;61;59;59;59;61;55;54;54;54;55;54;51;51;51;54; 0
62;62;62;63;62;62;62;63;62;62;62;63;56;56;56;63;46;43;43;43;46;43;38;38;38;43; 0
54;54;54;59;57;57;57;59;57;57;57;60;56;56;56;60;63;59;59;59;63;63;60;60;60;63; 0
60;60;60;64;63;63;63;64;64;64;64;64;62;62;62;64;59;58;58;58;59;58;55;55;55;58; 0
49;49;49;56;53;53;53;56;54;54;54;57;54;54;54;57;62;59;59;59;62;62;60;60;60;62; 0
48;48;48;48;48;48;48;48;48;48;48;52;52;52;52;52;59;60;60;60;59;59;63;63;63;59; 0
60;60;60;61;61;61;61;61;60;60;60;63;58;58;58;63;58;56;56;56;58;56;54;54;54;56; 0
51;51;51;54;54;54;54;54;56;56;56;55;58;58;58;55;59;62;62;62;59;60;63;63;63;60; 0
63;63;63;64;64;64;64;64;63;63;63;63;55;55;55;63;45;42;42;42;45;43;37;37;37;43; 0
41;41;41;35;37;37;37;35;37;37;37;36;41;41;41;36;49;54;54;54;49;53;63;63;63;53; 0
62;62;62;60;62;62;62;60;61;61;61;58;52;52;52;58;41;40;40;40;41;39;36;36;36;39; 0
42;42;42;37;37;37;37;37;37;37;37;39;41;41;41;39;53;54;54;54;53;56;63;63;63;56; 0
52;52;52;59;57;57;57;59;58;58;58;61;58;58;58;61;63;59;59;59;63;62;57;57;57;62; 0
59;59;59;64;62;62;62;64;63;63;63;63;58;58;58;63;54;51;51;51;54;52;47;47;47;52; 0
56;56;56;58;58;58;58;58;61;61;61;59;62;62;62;59;60;62;62;62;60;59;60;60;60;59; 0
51;51;51;58;55;55;55;58;57;57;57;59;57;57;57;59;62;60;60;60;62;62;60;60;60;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
42;42;42;38;39;39;39;38;39;39;39;40;43;43;43;40;52;55;55;55;52;56;62;62;62;56; 0
63;63;63;61;62;62;62;61;59;59;59;59;51;51;51;59;41;36;36;36;41;39;34;34;34;39; 0
47;47;47;56;52;52;52;56;54;54;54;58;54;54;54;58;62;57;57;57;62;62;57;57;57;62; 0
50;50;50;57;53;53;53;57;53;53;53;57;52;52;52;57;62;57;57;57;62;63;60;60;60;63; 0
57;57;57;60;60;60;60;60;62;62;62;62;62;62;62;62;57;57;57;57;57;55;51;51;51;55; 0
41;41;41;39;39;39;39;39;39;39;39;41;43;43;43;41;53;54;54;54;53;55;62;62;62;55; 0
62;62;62;56;59;59;59;56;56;56;56;55;49;49;49;55;38;38;38;38;38;37;37;37;37;37; 0
52;52;52;61;59;59;59;61;62;62;62;61;62;62;62;61;59;59;59;59;59;57;52;52;52;57; 0
61;61;61;62;61;61;61;62;62;62;62;64;63;63;63;64;62;61;61;61;62;61;59;59;59;61; 0
60;60;60;64;62;62;62;64;61;61;61;62;56;56;56;62;55;50;50;50;55;53;47;47;47;53; 0
56;56;56;60;60;60;60;60;63;63;63;61;63;63;63;61;53;56;56;56;53;52;49;49;49;52; 0
62;62;62;58;59;59;59;58;57;57;57;56;50;50;50;56;42;41;41;41;42;40;40;40;40;40; 0
60;60;60;64;63;63;63;64;64;64;64;65;63;63;63;65;56;55;55;55;56;53;49;49;49;53; 0
52;52;52;56;54;54;54;56;55;55;55;58;58;58;58;58;62;61;61;61;62;63;62;62;62;63; 0
53;53;53;55;54;54;54;55;54;54;54;57;57;57;57;57;62;61;61;61;62;63;63;63;63;63; 0
57;57;57;64;62;62;62;64;63;63;63;63;56;56;56;63;48;43;43;43;48;44;33;33;33;44; 0
60;60;60;63;62;62;62;63;63;63;63;65;63;63;63;65;65;63;63;63;65;65;61;61;61;65; 0
58;58;58;64;63;63;63;64;63;63;63;63;56;56;56;63;52;46;46;46;52;49;41;41;41;49; 0
61;61;61;64;63;63;63;64;63;63;63;62;59;59;59;62;53;50;50;50;53;51;46;46;46;51; 0
59;59;59;64;62;62;62;64;62;62;62;62;53;53;53;62;43;38;38;38;43;39;29;29;29;39; 0
57;57;57;63;61;61;61;63;61;61;61;63;56;56;56;63;52;49;49;49;52;49;44;44;44;49; 0
58;58;58;64;62;62;62;64;64;64;64;63;59;59;59;63;53;51;51;51;53;51;44;44;44;51; 0
42;42;42;43;41;41;41;43;42;42;42;45;45;45;45;45;57;56;56;56;57;58;63;63;63;58; 0
45;45;45;44;44;44;44;44;45;45;45;46;49;49;49;46;54;58;58;58;54;56;62;62;62;56; 0
58;58;58;62;61;61;61;62;61;61;61;63;60;60;60;63;63;61;61;61;63;63;61;61;61;63; 0
50;50;50;54;51;51;51;54;53;53;53;55;55;55;55;55;59;60;60;60;59;60;63;63;63;60; 0
62;62;62;63;63;63;63;63;63;63;63;63;63;63;63;63;64;63;63;63;64;64;62;62;62;64; 0
43;43;43;43;42;42;42;43;43;43;43;44;45;45;45;44;56;56;56;56;56;59;63;63;63;59; 0
57;57;57;60;60;60;60;60;62;62;62;61;62;62;62;61;57;58;58;58;57;56;52;52;52;56; 0
49;49;49;47;48;48;48;47;48;48;48;49;51;51;51;49;56;59;59;59;56;58;63;63;63;58; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
53;53;53;54;53;53;53;54;53;53;53;55;55;55;55;55;60;60;60;60;60;61;62;62;62;61; 0
44;44;44;40;40;40;40;40;41;41;41;43;45;45;45;43;54;57;57;57;54;57;63;63;63;57; 0
58;58;58;61;59;59;59;61;58;58;58;62;58;58;58;62;63;61;61;61;63;63;60;60;60;63; 0
42;42;42;42;43;43;43;42;46;46;46;46;53;53;53;46;56;60;60;60;56;58;62;62;62;58; 0
46;46;46;46;45;45;45;46;46;46;46;48;49;49;49;48;57;58;58;58;57;59;62;62;62;59; 0
62;62;62;57;59;59;59;57;56;56;56;55;48;48;48;55;43;40;40;40;43;42;41;41;41;42; 0
61;61;61;64;63;63;63;64;64;64;64;64;63;63;63;64;61;60;60;60;61;59;56;56;56;59; 0
57;57;57;60;57;57;57;60;57;57;57;61;57;57;57;61;63;59;59;59;63;63;59;59;59;63; 0
52;52;52;55;56;56;56;55;59;59;59;57;61;61;61;57;59;62;62;62;59;59;60;60;60;59; 0
62;62;62;64;63;63;63;64;61;61;61;62;54;54;54;62;47;43;43;43;47;45;38;38;38;45; 0
57;57;57;63;60;60;60;63;61;61;61;62;54;54;54;62;47;41;41;41;47;43;35;35;35;43; 0
60;60;60;58;60;60;60;58;60;60;60;60;62;62;62;60;63;65;65;65;63;63;66;66;66;63; 0
62;62;62;64;63;63;63;64;63;63;63;64;59;59;59;64;51;49;49;49;51;48;43;43;43;48; 0
61;61;61;62;62;62;62;62;63;63;63;64;63;63;63;64;63;63;63;63;63;63;61;61;61;63; 0
59;59;59;62;61;61;61;62;62;62;62;62;59;59;59;62;53;50;50;50;53;51;45;45;45;51; 0
62;62;62;62;62;62;62;62;61;61;61;63;58;58;58;63;52;50;50;50;52;50;48;48;48;50; 0
59;59;59;64;62;62;62;64;62;62;62;63;55;55;55;63;50;46;46;46;50;47;41;41;41;47; 0
64;64;64;63;63;63;63;63;61;61;61;63;59;59;59;63;60;56;56;56;60;60;57;57;57;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
58;58;58;62;61;61;61;62;62;62;62;62;60;60;60;62;59;57;57;57;59;57;54;54;54;57; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
43;43;43;41;40;40;40;41;41;41;41;43;45;45;45;43;55;57;57;57;55;58;63;63;63;58; 0
47;47;47;52;49;49;49;52;49;49;49;54;50;50;50;54;63;58;58;58;63;63;60;60;60;63; 0
56;56;56;58;57;57;57;58;57;57;57;59;57;57;57;59;62;61;61;61;62;62;62;62;62;62; 0
49;49;49;50;49;49;49;50;51;51;51;52;53;53;53;52;59;60;60;60;59;61;62;62;62;61; 0
60;60;60;63;62;62;62;63;61;61;61;63;55;55;55;63;49;44;44;44;49;47;38;38;38;47; 0
58;58;58;63;62;62;62;63;62;62;62;62;57;57;57;62;52;50;50;50;52;49;45;45;45;49; 0
51;51;51;55;53;53;53;55;53;53;53;57;55;55;55;57;63;60;60;60;63;63;61;61;61;63; 0
54;54;54;59;58;58;58;59;60;60;60;61;62;62;62;61;62;63;63;63;62;61;60;60;60;61; 0
61;61;61;61;61;61;61;61;62;62;62;62;63;63;63;62;63;64;64;64;63;63;64;64;64;63; 0
49;49;49;55;52;52;52;55;52;52;52;57;52;52;52;57;62;57;57;57;62;62;60;60;60;62; 0
57;57;57;64;61;61;61;64;62;62;62;62;53;53;53;62;46;40;40;40;46;43;34;34;34;43; 0
49;49;49;53;51;51;51;53;53;53;53;55;54;54;54;55;62;61;61;61;62;63;63;63;63;63; 0
62;62;62;63;62;62;62;63;62;62;62;62;57;57;57;62;47;44;44;44;47;44;39;39;39;44; 0
61;61;61;61;62;62;62;61;63;63;63;61;62;62;62;61;57;59;59;59;57;57;56;56;56;57; 0
63;63;63;59;61;61;61;59;59;59;59;57;51;51;51;57;41;39;39;39;41;39;36;36;36;39; 0
56;56;56;56;57;57;57;56;59;59;59;58;62;62;62;58;60;64;64;64;60;60;63;63;63;60; 0
49;49;49;56;53;53;53;56;54;54;54;57;53;53;53;57;62;57;57;57;62;62;60;60;60;62; 0
58;58;58;62;62;62;62;62;61;61;61;63;56;56;56;63;49;45;45;45;49;45;36;36;36;45; 0
59;59;59;63;61;61;61;63;62;62;62;63;58;58;58;63;53;50;50;50;53;50;44;44;44;50; 0
44;44;44;44;43;43;43;44;44;44;44;45;47;47;47;45;54;56;56;56;54;57;62;62;62;57; 0
63;63;63;57;60;60;60;57;57;57;57;55;50;50;50;55;39;39;39;39;39;37;38;38;38;37; 0
58;58;58;62;61;61;61;62;62;62;62;63;62;62;62;63;59;59;59;59;59;57;54;54;54;57; 0
62;62;62;56;58;58;58;56;56;56;56;55;49;49;49;55;40;40;40;40;40;39;39;39;39;39; 0
53;53;53;59;58;58;58;59;61;61;61;62;63;63;63;62;58;59;59;59;58;56;54;54;54;56; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
55;55;55;58;58;58;58;58;60;60;60;61;62;62;62;61;62;63;63;63;62;61;59;59;59;61; 0
63;63;63;62;62;62;62;62;60;60;60;63;56;56;56;63;54;50;50;50;54;53;47;47;47;53; 0
57;57;57;58;58;58;58;58;60;60;60;60;62;62;62;60;62;64;64;64;62;62;64;64;64;62; 0
57;57;57;54;55;55;55;54;54;54;54;55;56;56;56;55;59;60;60;60;59;60;63;63;63;60; 0
47;47;47;47;46;46;46;47;46;46;46;49;49;49;49;49;59;58;58;58;59;60;63;63;63;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
62;62;62;61;61;61;61;61;58;58;58;59;50;50;50;59;45;39;39;39;45;43;35;35;35;43; 0
57;57;57;60;59;59;59;60;60;60;60;61;61;61;61;61;62;62;62;62;62;62;59;59;59;62; 0
48;48;48;46;47;47;47;46;49;49;49;48;54;54;54;48;55;60;60;60;55;57;62;62;62;57; 0
49;49;49;49;49;49;49;49;49;49;49;52;53;53;53;52;59;59;59;59;59;60;63;63;63;60; 0
55;55;55;55;55;55;55;55;55;55;55;57;57;57;57;57;62;62;62;62;62;62;64;64;64;62; 0
57;57;57;61;60;60;60;61;62;62;62;63;63;63;63;63;62;62;62;62;62;61;60;60;60;61; 0
50;50;50;50;52;52;52;50;54;54;54;53;59;59;59;53;58;62;62;62;58;59;63;63;63;59; 0
62;62;62;63;64;64;64;63;64;64;64;63;60;60;60;63;54;54;54;54;54;53;51;51;51;53; 0
54;54;54;56;54;54;54;56;55;55;55;57;55;55;55;57;62;60;60;60;62;62;61;61;61;62; 0
62;62;62;59;61;61;61;59;61;61;61;60;63;63;63;60;61;64;64;64;61;61;65;65;65;61; 0
50;50;50;50;49;49;49;50;49;49;49;52;51;51;51;52;59;58;58;58;59;60;63;63;63;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
63;63;63;61;61;61;61;61;59;59;59;59;51;51;51;59;43;38;38;38;43;41;36;36;36;41; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
61;61;61;64;62;62;62;64;62;62;62;63;59;59;59;63;57;54;54;54;57;56;51;51;51;56; 0
61;61;61;66;65;65;65;66;66;66;66;67;63;63;63;67;58;56;56;56;58;56;51;51;51;56; 0
63;63;63;62;62;62;62;62;61;61;61;61;55;55;55;61;52;50;50;50;52;50;48;48;48;50; 0
59;59;59;62;61;61;61;62;63;63;63;63;62;62;62;63;60;58;58;58;60;59;54;54;54;59; 0
51;51;51;48;48;48;48;48;48;48;48;50;52;52;52;50;58;60;60;60;58;59;63;63;63;59; 0
63;63;63;59;60;60;60;59;56;56;56;57;49;49;49;57;41;37;37;37;41;40;36;36;36;40; 0
57;57;57;64;61;61;61;64;61;61;61;63;54;54;54;63;51;45;45;45;51;48;40;40;40;48; 0
60;60;60;60;62;62;62;60;62;62;62;60;62;62;62;60;60;62;62;62;60;60;61;61;61;60; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
54;54;54;55;57;57;57;55;59;59;59;56;60;60;60;56;59;63;63;63;59;60;61;61;61;60; 0
44;44;44;43;42;42;42;43;41;41;41;44;44;44;44;44;56;55;55;55;56;59;62;62;62;59; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
47;47;47;52;50;50;50;52;54;54;54;55;57;57;57;55;61;62;62;62;61;61;62;62;62;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
56;56;56;53;54;54;54;53;54;54;54;55;57;57;57;55;61;63;63;63;61;61;65;65;65;61; 0
50;50;50;55;53;53;53;55;56;56;56;58;59;59;59;58;62;63;63;63;62;62;62;62;62;62; 0
62;62;62;60;61;61;61;60;58;58;58;59;53;53;53;59;48;44;44;44;48;47;43;43;43;47; 0
41;41;41;39;40;40;40;39;41;41;41;42;45;45;45;42;54;57;57;57;54;56;63;63;63;56; 0
51;51;51;49;51;51;51;49;53;53;53;51;57;57;57;51;57;63;63;63;57;58;63;63;63;58; 0
59;59;59;62;61;61;61;62;61;61;61;62;60;60;60;62;60;59;59;59;60;60;57;57;57;60; 0
62;62;62;62;62;62;62;62;60;60;60;61;55;55;55;61;49;45;45;45;49;47;42;42;42;47; 0
49;49;49;50;49;49;49;50;51;51;51;50;53;53;53;50;56;59;59;59;56;58;63;63;63;58; 0
63;63;63;60;62;62;62;60;60;60;60;59;54;54;54;59;45;43;43;43;45;43;40;40;40;43; 0
60;60;60;62;61;61;61;62;62;62;62;63;62;62;62;63;62;62;62;62;62;62;61;61;61;62; 0
57;57;57;63;61;61;61;63;61;61;61;62;55;55;55;62;55;49;49;49;55;53;47;47;47;53; 0
58;58;58;61;61;61;61;61;62;62;62;61;61;61;61;61;55;56;56;56;55;54;53;53;53;54; 0
54;54;54;56;55;55;55;56;54;54;54;56;54;54;54;56;61;59;59;59;61;62;61;61;61;62; 0
53;53;53;54;53;53;53;54;53;53;53;54;53;53;53;54;61;59;59;59;61;63;61;61;61;63; 0
56;56;56;61;61;61;61;61;62;62;62;63;62;62;62;63;59;57;57;57;59;57;51;51;51;57; 0
62;62;62;63;63;63;63;63;63;63;63;64;63;63;63;64;65;64;64;64;65;64;63;63;63;64; 0
49;49;49;54;50;50;50;54;52;52;52;56;54;54;54;56;62;59;59;59;62;62;60;60;60;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
48;48;48;50;49;49;49;50;51;51;51;51;54;54;54;51;58;59;59;59;58;59;62;62;62;59; 0
59;59;59;62;62;62;62;62;63;63;63;63;60;60;60;63;55;54;54;54;55;53;49;49;49;53; 0
63;63;63;63;63;63;63;63;62;62;62;60;51;51;51;60;41;38;38;38;41;39;37;37;37;39; 0
61;61;61;63;62;62;62;63;63;63;63;63;63;63;63;63;61;62;62;62;61;61;60;60;60;61; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
46;46;46;43;43;43;43;43;44;44;44;45;48;48;48;45;56;58;58;58;56;58;62;62;62;58; 0
61;61;61;64;62;62;62;64;63;63;63;64;62;62;62;64;61;60;60;60;61;60;57;57;57;60; 0
63;63;63;60;60;60;60;60;58;58;58;60;54;54;54;60;55;52;52;52;55;54;53;53;53;54; 0
52;52;52;58;54;54;54;58;56;56;56;60;56;56;56;60;63;60;60;60;63;63;61;61;61;63; 0
42;42;42;40;41;41;41;40;41;41;41;43;46;46;46;43;54;57;57;57;54;56;62;62;62;56; 0
65;65;65;66;65;65;65;66;65;65;65;66;63;63;63;66;63;60;60;60;63;62;58;58;58;62; 0
 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0;64
45;45;45;43;43;43;43;43;43;43;43;45;47;47;47;45;56;57;57;57;56;58;62;62;62;58; 0
57;57;57;62;60;60;60;62;60;60;60;62;55;55;55;62;52;46;46;46;52;49;39;39;39;49; 0
54;54;54;59;57;57;57;59;58;58;58;61;59;59;59;61;63;61;61;61;63;62;59;59;59;62; 0
59;59;59;63;61;61;61;63;61;61;61;62;55;55;55;62;48;43;43;43;48;45;36;36;36;45; 0
50;50;50;53;51;51;51;53;52;52;52;55;54;54;54;55;62;61;61;61;62;63;64;64;64;63; 0
54;54;54;52;52;52;52;52;52;52;52;54;54;54;54;54;59;60;60;60;59;61;63;63;63;61; 0
45;45;45;44;44;44;44;44;46;46;46;46;49;49;49;46;54;58;58;58;54;56;62;62;62;56; 0
54;54;54;59;58;58;58;59;60;60;60;61;61;61;61;61;63;62;62;62;63;62;60;60;60;62; 0
54;54;54;59;57;57;57;59;57;57;57;60;55;55;55;60;63;58;58;58;63;63;60;60;60;63; 0
55;55;55;57;55;55;55;57;55;55;55;58;55;55;55;58;62;59;59;59;62;62;62;62;62;62; 0
55;55;55;59;57;57;57;59;59;59;59;61;61;61;61;61;63;63;63;63;63;63;62;62;62;63; 0
63;63;63;61;63;63;63;61;63;63;63;61;63;63;63;61;59;63;63;63;59;59;62;62;62;59; 0
56;56;56;60;59;59;59;60;61;61;61;60;62;62;62;60;59;60;60;60;59;58;56;56;56;58; 0
